,읍면동명,자치구,선거인수,새누리당,민주통합당,통합진보당,독거노인수,유년부양비,노년부양비,노령화지수,사업체수,종사자수,사업체 창업률,기초수급자인원수,보육시설,금융기관,사업체 평균연령,장애등급별 장애인현황
0,신사동,강남구,"16,599","5,826","2,436",,361,16.2,15.1,92.8,"4,423","26,400",18.5,128,,,6.167000000000002,415.0
1,논현1동,강남구,"23,621","4,764","4,152",,443,8.4,9.6,113.8,"5,049","37,939",16.3,356,,,6.917000000000002,692.0
2,논현2동,강남구,"19,307","5,199","3,338",,354,13.0,12.3,94.6,"5,086","53,983",14.8,319,,,7.417000000000002,555.0
3,압구정동,강남구,"23,307","10,132","2,406",,619,21.2,17.4,82.1,"3,983","26,298",18.3,48,,,6.667000000000002,519.0
4,청담동,강남구,"25,247","8,772","3,878",,463,17.4,12.6,72.3,"3,672","37,003",17.1,210,,,7.25,673.0
5,삼성1동,강남구,"12,513","4,550","1,982",,225,16.0,12.4,77.6,"3,657","57,706",13.2,107,,,8.833,367.0
6,삼성2동,강남구,"25,495","7,897","4,624",,421,19.5,10.0,51.1,"3,054","30,856",16.9,324,,,7.5,670.0
7,역삼1동,강남구,"31,451","6,115","5,560",,533,8.2,8.9,108.4,"11,473","133,384",18.3,415,,,6.999,824.0
8,역삼2동,강남구,"26,460","8,076","4,932",,451,21.8,9.9,45.3,"2,799","37,603",17.3,343,,,7.667000000000002,707.0
9,도곡1동,강남구,"18,047","6,872","3,583",,342,17.1,10.8,63.2,"1,426","13,664",14.8,83,,,7.582999999999998,452.0
10,도곡2동,강남구,"25,888","11,890","3,252",,409,21.0,11.4,54.1,"1,698","16,951",12.5,37,,,7.667000000000002,499.0
11,대치1동,강남구,"14,032","6,916","2,077",,146,23.3,8.8,37.8,"1,040","6,289",16.5,18,,,7.0,250.0
12,대치2동,강남구,"31,950","13,915","6,028",,431,15.8,8.9,56.5,"3,200","48,576",13.7,141,,,8.75,750.0
13,대치4동,강남구,"17,748","4,454","3,664",,298,11.3,8.3,73.6,"3,272","31,940",18.7,229,,,6.167000000000002,426.0
14,개포1동,강남구,"18,502","6,878","4,436",,541,13.4,12.2,91.0,448,"1,291",8.5,483,,,11.25,685.0
15,개포2동,강남구,"26,374","9,177","6,951",,471,18.0,8.4,46.5,"1,047","3,810",13.9,292,,,9.167,811.0
16,개포4동,강남구,"18,800","5,424","4,559",,358,16.8,9.8,58.2,"3,307","13,458",9.4,450,,,9.833,669.0
17,일원본동,강남구,"17,255","6,988","4,130",,300,21.6,8.5,39.4,481,"8,005",9.8,51,,,9.999,584.0
18,일원1동,강남구,"15,235","4,264","4,299",,493,14.5,14.2,98.3,868,"4,248",12.3,"1,285",,,8.0,1107.0
19,일원2동,강남구,"15,128","5,146","4,262",,455,16.4,11.7,71.0,573,"5,505",12.2,957,,,9.667,1180.0
20,수서동,강남구,"14,803","4,510","4,031",,785,10.4,20.5,196.6,"1,492","14,416",12.4,"2,853",,,8.083,2051.0
21,세곡동,강남구,"8,733","2,904","2,136",,252,26.1,20.1,77.0,400,"1,881",15.3,"1,756",,,9.083,754.0
22,강일동,강동구,"24,432","6,402","7,563",,329,30.4,13.8,45.5,603,"10,962",18.1,970,,,8.25,1545.0
23,상일동,강동구,"21,782","6,735","5,444",,412,16.4,10.0,60.7,"1,237","5,238",11.3,184,,,12.25,991.0
24,명일1동,강동구,"21,858","7,119","5,508",,467,19.9,10.9,54.7,"1,650","4,937",14.4,250,,,8.167,843.0
25,명일2동,강동구,"14,539","5,649","3,526",,201,16.6,9.4,56.5,"1,265","4,869",17.0,136,,,7.334,494.0
26,고덕1동,강동구,"15,521","4,329","4,012",,330,21.8,10.8,49.4,577,"1,878",8.0,231,,,12.334,575.0
27,고덕2동,강동구,"14,539","3,802","3,566",,423,14.6,12.2,83.4,"1,927","3,795",3.3,475,,,20.417,923.0
28,암사1동,강동구,"31,356","7,458","7,920",,821,16.5,12.5,75.6,"1,947","4,984",15.4,"1,345",,,9.083,1617.0
29,암사2동,강동구,"12,637","3,412","3,829",,824,22.8,10.7,47.1,784,"3,170",12.0,88,,,9.25,496.0
30,암사3동,강동구,"14,386","5,020","4,019",,232,23.5,10.0,42.3,575,"2,019",7.8,83,,,10.667,572.0
31,길동,강동구,"41,419","10,310","10,470",,508,15.7,11.5,73.4,"3,868","18,786",15.3,895,,,8.417,1950.0
32,천호1동,강동구,"25,605","5,686","6,832",,194,14.7,13.2,89.5,"1,555","5,296",13.4,862,,,9.917,1371.0
33,천호2동,강동구,"31,406","6,563","8,309",,186,14.0,13.7,98.0,"3,404","13,651",16.2,"1,299",,,8.167,1847.0
34,천호3동,강동구,"22,827","4,972","6,021",,692,11.8,13.9,117.6,"1,862","6,456",14.7,960,,,8.833,1338.0
35,성내1동,강동구,"15,746","4,039","4,898",,"1,023",19.5,11.4,58.2,"2,137","14,744",13.7,170,,,8.5,588.0
36,성내2동,강동구,"22,559","4,940","6,552",,760,12.7,13.2,104.1,"1,954","7,849",17.0,667,,,7.999,1151.0
37,성내3동,강동구,"20,445","4,598","6,019",,255,15.4,11.4,74.1,"2,372","10,355",14.1,357,,,7.75,890.0
38,둔촌1동,강동구,"15,211","5,102","4,243",,665,15.9,7.9,49.6,402,"1,390",9.7,77,,,12.417,455.0
39,둔촌2동,강동구,"23,225","6,186","6,928",,453,17.4,11.4,65.4,"1,575","9,051",13.8,445,,,8.999,1003.0
40,번1동,강북구,"17,294","3,430","4,539",,604,13.6,16.0,117.8,"1,797","8,763",16.4,717,,,7.334,944.0
41,번2동,강북구,"16,259","3,484","4,636",,617,16.1,19.4,120.3,669,"3,665",10.8,"1,303",,,9.75,1355.0
42,수유1동,강북구,"19,310","4,152","4,990",,762,14.4,17.7,123.1,"1,601","5,376",11.9,"1,113",,,9.083,1181.0
43,수유2동,강북구,"19,189","4,991","5,423",,676,15.1,20.1,132.9,"1,340","3,853",14.9,928,,,8.417,1069.0
44,수유3동,강북구,"20,317","4,424","5,210",,767,12.2,17.6,144.6,"2,484","8,736",18.7,895,,,6.667000000000002,1143.0
45,우이동,강북구,"17,829","4,426","4,472",,671,15.7,21.7,138.1,979,"3,511",13.5,807,,,9.25,982.0
46,인수동,강북구,"27,638","6,283","7,073",,"1,100",15.2,19.8,130.5,"1,623","5,956",11.8,"1,636",,,8.917,1669.0
47,삼양동,강북구,"25,676","5,135","6,654",,990,18.2,16.8,92.7,"1,255","3,305",15.5,"1,491",,,8.5,1641.0
48,미아동,강북구,"20,050","4,366","5,497",,739,12.4,16.3,131.5,"1,952","6,044",14.7,744,,,7.25,1118.0
49,송중동,강북구,"29,001","6,041","7,505",,941,14.0,17.3,123.8,"1,994","7,986",13.0,948,,,7.5,1598.0
50,송천동,강북구,"26,888","5,684","7,165",,"1,184",13.2,18.4,138.8,"2,246","7,511",12.1,"1,189",,,8.917,1662.0
51,삼각산동,강북구,"24,703","5,918","7,695",,505,28.7,11.9,41.3,730,"2,165",18.2,"1,084",,,7.167000000000002,1237.0
52,번3동,강북구,"17,311","3,994","5,212",,607,17.8,22.5,126.0,815,"2,637",9.9,"2,184",,,9.334,2042.0
53,등촌2동,강서구,"17,590","4,910","4,600",,309,16.0,11.0,68.7,734,"3,051",13.1,262,,,10.167,718.0
54,화곡본동,강서구,"29,021","5,112","7,865",,605,19.4,10.9,56.3,"1,377","3,881",14.7,"1,189",,,9.5,1455.0
55,화곡1동,강서구,"42,481","8,336","10,625",,901,13.3,12.5,93.7,"3,016","8,280",14.1,"1,081",,,8.083,2127.0
56,화곡2동,강서구,"16,162","3,166","4,051",,350,19.9,11.9,60.0,863,"2,388",13.6,560,,,9.167,809.0
57,화곡3동,강서구,"19,644","5,647","4,713",,391,14.6,13.3,91.2,"1,196","4,492",15.6,361,,,7.832999999999998,870.0
58,화곡4동,강서구,"18,646","3,715","4,627",,493,15.7,12.5,79.7,"1,471","3,891",15.9,560,,,8.167,944.0
59,화곡6동,강서구,"19,997","5,156","5,087",,439,16.7,11.6,69.8,"1,773","10,913",18.2,536,,,7.5,995.0
60,화곡8동,강서구,"22,408","4,323","5,952",,515,16.8,12.7,75.6,"1,216","3,127",14.2,594,,,8.5,1057.0
61,우장산동,강서구,"30,047","8,221","7,973",,535,21.6,10.4,48.1,"1,621","6,050",16.0,321,,,8.5,1207.0
62,발산1동,강서구,"23,792","5,739","6,766",,463,25.3,10.6,41.9,"2,114","10,463",11.6,848,,,8.417,1314.0
63,염창동,강서구,"31,290","9,398","10,096",,453,24.6,9.2,37.4,"2,156","15,540",11.2,129,,,9.25,1221.0
64,등촌1동,강서구,"17,501","4,756","4,928",,486,16.3,11.4,70.2,"1,679","9,851",15.1,174,,,8.417,770.0
65,등촌3동,강서구,"29,635","8,449","8,634",,"1,236",16.5,15.3,92.9,"2,225","17,135",12.1,"5,271",,,8.917,3678.0
66,가양1동,강서구,"16,020","4,914","4,677",,256,19.0,10.4,54.9,"1,037","6,086",10.1,141,,,10.5,653.0
67,가양2동,강서구,"15,685","4,534","4,225",,716,8.8,17.9,203.3,629,"2,961",14.6,"2,673",,,8.917,2291.0
68,가양3동,강서구,"15,621","4,141","4,676",,622,14.7,17.2,117.2,777,"6,091",9.8,"1,890",,,11.5,1640.0
69,공항동,강서구,"17,664","4,073","4,050",,618,14.3,13.9,97.2,"1,835","31,699",14.4,618,,,8.167,983.0
70,방화1동,강서구,"24,316","7,093","6,343",,616,18.9,13.3,70.3,"1,927","6,850",13.2,585,,,9.167,1269.0
71,방화2동,강서구,"21,323","5,899","5,269",,"3,146",15.3,16.7,109.3,"3,106","12,130",7.8,"1,116",,,14.167,1548.0
72,방화3동,강서구,"22,473","6,399","6,556",,841,16.8,15.9,94.5,844,"3,904",9.2,"1,692",,,12.083,1969.0
73,보라매동,관악구,"22,100",,"5,732",,693,13.6,14.0,102.9,"1,280","4,477",15.5,710,,,7.417000000000002,0.0
74,은천동,관악구,"29,415",,"7,906",,771,18.0,14.0,77.8,"1,633","7,599",13.5,"1,051",,,8.25,0.0
75,성현동,관악구,"27,069",,"7,237",,800,21.9,16.2,74.1,857,"2,495",11.7,"1,167",,,8.5,0.0
76,중앙동,관악구,"12,783",,"3,416",,454,11.0,15.2,138.3,"1,443","4,363",10.9,284,,,10.417,0.0
77,청림동,관악구,"13,425",,"3,990",,463,21.7,14.9,68.6,393,998,13.5,439,,,7.832999999999998,0.0
78,행운동,관악구,"25,982",,"7,052",,742,11.1,12.7,113.7,"1,435","4,895",15.7,768,,,7.75,0.0
79,청룡동,관악구,"28,810",,"7,772",,845,10.9,12.6,115.4,"1,986","11,677",15.7,479,,,8.167,0.0
80,낙성대동,관악구,"15,212",,"4,332",,410,12.2,10.7,87.9,"1,242","8,242",15.1,267,,,7.334,0.0
81,인헌동,관악구,"23,650",,"6,352",,537,15.6,12.8,82.5,"1,123","4,316",12.7,305,,,8.25,0.0
82,남현동,관악구,"15,105",,"3,900",,346,13.6,12.6,92.8,795,"5,538",14.5,130,,,8.334,0.0
83,신림동,관악구,"17,421",,"4,406",,378,5.4,7.2,133.6,"1,752","6,754",20.8,316,,,6.25,0.0
84,신사동,관악구,"20,923","3,501",,"3,951",607,12.4,11.7,94.5,"1,498","4,940",17.6,661,,,7.167000000000002,0.0
85,조원동,관악구,"15,663","2,864",,"2,836",498,11.4,12.9,113.7,"2,176","6,979",12.9,330,,,7.999,0.0
86,미성동,관악구,"27,925","5,802",,"4,787",736,15.1,13.1,86.9,"1,612","6,761",12.0,895,,,8.667,0.0
87,난곡동,관악구,"25,340","4,525",,"4,053",860,15.5,15.6,100.2,936,"2,327",10.9,"1,242",,,9.917,0.0
88,난향동,관악구,"13,839","2,456",,"2,716",409,22.9,14.2,62.0,379,"1,642",11.3,427,,,8.417,0.0
89,서원동,관악구,"20,875","3,164",,"4,858",474,9.8,11.9,121.0,"1,267","7,033",19.1,502,,,6.999,0.0
90,신원동,관악구,"16,806","2,955",,"3,242",581,12.0,15.4,128.9,887,"2,385",14.0,607,,,8.334,0.0
91,서림동,관악구,"21,459","3,532",,"5,228",532,9.7,12.1,124.9,844,"2,654",14.1,532,,,8.417,0.0
92,삼성동,관악구,"24,601","4,691",,"4,929","1,065",14.3,19.3,135.1,"1,160","2,600",9.4,"1,009",,,10.334,0.0
93,대학동,관악구,"20,526","2,995",,"5,575",424,8.4,9.8,117.3,"1,596","10,394",18.9,476,,,6.582999999999998,0.0
94,중곡1동,광진구,"14,070","3,091","4,192",,365,12.4,13.1,105.1,"1,631","6,112",11.0,444,,,8.0,695.0
95,중곡2동,광진구,"18,556","4,228","5,425",,405,15.0,11.8,78.5,"1,725","6,034",16.1,622,,,7.082999999999998,895.0
96,중곡3동,광진구,"15,410","3,511","4,370",,401,14.5,12.8,88.6,"1,374","4,205",15.4,704,,,7.75,807.0
97,중곡4동,광진구,"25,624","6,439","7,575",,652,15.5,13.0,84.3,"1,550","4,804",15.1,"1,079",,,8.0,1319.0
98,능동,광진구,"9,427","2,195","2,836",,242,12.2,13.1,107.8,715,"4,237",9.1,191,,,7.999,405.0
99,구의2동,광진구,"21,460","5,380","6,289",,559,17.7,13.8,77.6,"1,330","4,934",11.6,677,,,8.917,1181.0
100,광장동,광진구,"25,031","8,222","7,259",,457,27.6,10.2,36.9,"1,332","10,149",14.9,124,,,7.667000000000002,771.0
101,군자동,광진구,"17,947","3,848","5,073",,484,11.9,12.5,105.7,"1,627","7,657",14.2,531,,,7.75,828.0
102,구의1동,광진구,"19,037","3,534","5,703",,497,12.2,11.9,97.1,"1,835","6,353",14.1,519,,,7.5,827.0
103,구의3동,광진구,"23,708","6,262","7,241",,473,16.9,11.2,66.0,"2,630","19,257",17.4,249,,,7.0,824.0
104,자양1동,광진구,"20,220","3,552","5,777",,620,12.8,12.0,93.6,"1,705","8,742",13.5,685,,,8.5,941.0
105,자양2동,광진구,"23,178","4,971","6,835",,470,16.8,11.7,69.3,"1,561","7,671",11.5,416,,,8.25,1037.0
106,자양3동,광진구,"24,856","6,424","7,575",,477,19.9,10.6,53.3,"1,316","6,130",12.6,255,,,7.582999999999998,859.0
107,자양4동,광진구,"22,118","3,843","6,119",,714,10.0,12.5,125.0,"2,056","6,816",15.7,692,,,7.917000000000002,1111.0
108,화양동,광진구,"18,808","2,920","5,257",,443,7.1,9.4,132.3,"2,441","14,551",17.7,315,,,6.417000000000002,687.0
109,고척1동,구로구,"20,257","5,464","6,143",,521,18.0,14.0,77.6,"2,476","8,230",8.8,421,,,10.417,1111.0
110,고척2동,구로구,"24,230","5,958","7,657",,672,19.8,13.7,69.2,"1,456","3,888",11.3,734,,,10.083,1334.0
111,개봉1동,구로구,"27,493","6,959","8,293",,789,16.5,14.6,88.4,"1,714","5,350",11.4,912,,,9.583,1521.0
112,개봉2동,구로구,"27,977","7,803","9,162",,571,18.3,13.7,75.0,"1,168","2,601",10.3,592,,,10.167,1339.0
113,개봉3동,구로구,"17,471","4,291","5,225",,307,18.3,14.0,76.4,"1,046","2,610",12.5,587,,,9.999,924.0
114,오류1동,구로구,"17,184","4,647","5,072",,628,15.0,14.9,99.4,"1,122","4,540",12.9,596,,,9.75,1026.0
115,오류2동,구로구,"30,480","8,193","9,734",,659,23.9,14.5,60.8,"1,371","6,233",14.7,955,,,10.417,1849.0
116,수궁동,구로구,"20,349","5,863","5,792",,560,19.2,13.6,70.8,"1,129","5,826",9.1,555,,,11.583,1193.0
117,신도림동,구로구,"29,103","7,280","10,655",,425,22.4,10.4,46.5,"2,490","13,980",11.8,131,,,9.167,1056.0
118,구로1동,구로구,"17,678","3,675","6,883",,274,21.1,8.9,42.0,715,"2,744",9.5,69,,,11.167,586.0
119,구로2동,구로구,"27,280","5,071","7,790",,"1,027",11.6,14.3,122.6,"7,722","26,613",8.4,775,,,10.167,1602.0
120,구로3동,구로구,"23,099","3,328","8,611",,"2,237",15.1,10.2,67.5,"5,592","74,353",16.2,290,,,7.667000000000002,944.0
121,구로4동,구로구,"21,923","3,717","7,293",,769,14.0,13.5,96.7,"1,951","4,957",14.5,662,,,8.75,1310.0
122,구로5동,구로구,"25,502","5,272","8,853",,"3,115",15.5,11.7,75.7,"4,555","26,098",11.2,312,,,11.25,1169.0
123,가리봉동,구로구,"12,409","1,894","3,334",,692,6.5,11.7,181.4,"1,016","2,669",12.6,587,,,10.083,857.0
124,가산동,금천구,"17,197","2,755","4,876",,588,8.3,9.7,117.5,"10,942","132,931",14.0,468,,,7.5,834.0
125,독산1동,금천구,"26,169","4,711","7,375",,693,13.4,12.5,93.3,"3,280","20,363",13.0,"1,258",,,9.167,1707.0
126,독산2동,금천구,"18,715","3,160","4,930",,561,13.8,11.8,85.4,"1,245","3,454",14.9,"1,031",,,8.083,945.0
127,독산3동,금천구,"23,621","4,123","5,908",,744,11.8,12.2,103.2,"2,233","8,752",12.6,942,,,8.083,1278.0
128,독산4동,금천구,"15,629","2,509","4,020",,399,14.0,11.5,82.3,"1,047","3,406",12.0,743,,,8.167,768.0
129,시흥1동,금천구,"28,553","5,422","7,275",,967,14.7,13.8,94.1,"3,087","13,306",13.3,"1,223",,,8.583,1605.0
130,시흥2동,금천구,"19,405","4,225","5,944",,434,22.1,14.8,67.2,534,"1,565",10.7,"1,115",,,9.334,1173.0
131,시흥3동,금천구,"10,375","2,242","2,857",,339,14.6,16.7,113.9,"3,169","9,283",5.7,275,,,10.334,620.0
132,시흥4동,금천구,"19,299","3,553","4,887",,547,16.5,13.6,82.5,908,"2,019",12.0,934,,,8.75,1031.0
133,시흥5동,금천구,"19,405","3,677","4,928",,776,15.8,16.7,105.6,"1,206","3,486",13.9,"1,240",,,8.5,1249.0
134,월계1동,노원구,"19,193","5,359","4,633",,626,16.4,15.8,96.7,"1,387","5,054",11.5,644,,,8.334,1001.0
135,월계2동,노원구,"24,782","6,710","5,822",,"1,109",17.9,17.0,94.7,"1,055","3,651",12.4,"2,749",,,10.083,2216.0
136,월계3동,노원구,"28,453","8,361","7,597",,825,21.4,15.2,70.9,939,"3,549",11.7,"1,642",,,9.999,1987.0
137,공릉1동,노원구,"32,807","8,534","8,211",,930,16.2,13.2,81.7,"2,536","10,716",14.0,"1,789",,,8.083,2231.0
138,공릉2동,노원구,"34,877","10,611","8,709",,686,21.9,10.7,49.1,"1,780","9,436",13.9,626,,,9.0,1564.0
139,상계1동,노원구,"34,528","7,918",,"10,584","1,647",17.7,14.3,80.7,"2,795","8,031",13.1,"1,049",,,10.083,1954.0
